slope,intercept
0.43677948970267083,-4.094687616705471
0.45429613370756516,-4.198248768943547
0.46905119543924384,-4.110376225027063
0.48316188194673926,-4.175187720480988
0.4896152697783731,-4.2688335998573494
0.4898405757620172,-4.251090170548221
0.4922817055850226,-4.261462179736474
0.4978001342739939,-4.2641455290374095
0.5041415168775546,-4.185459666181732
0.5057731641788609,-4.311569125783641
0.5063266919383379,-4.187918630921985
0.5099045805173837,-4.372646834749575
0.5123462245568065,-4.128133114540445
0.512426123478563,-4.334804456750825
0.5131349843924882,-4.200533345080763
0.5144727317192692,-4.161930510368307
0.5145135779572353,-4.242356085856299
0.515222331457706,-4.276824500973151
0.5156982895295187,-4.224895750224169
0.515782541081311,-4.242290688954204
0.5158530301628612,-4.2537618379431965
0.5158902242256138,-4.263405622733497
0.5159252296209356,-4.266260160495348
0.5164123030860241,-4.162925043581174
0.5173655907132371,-4.266837560551057
0.5177735979488015,-4.218370598564706
0.5178806387909001,-4.338681301280832
0.5183717570903909,-4.279817046091577
0.5183861168242659,-4.268852346577312
0.51846532810815,-4.2024949328974905
0.51854857738034,-4.250163656526153
0.5191143172926459,-4.2346594803432085
0.5201364826742498,-4.220060425045758
0.5216595610555036,-4.289380786347716
0.5216716590016662,-4.226083042586189
0.5216999342318263,-4.241174396693415
0.5218960135795694,-4.2382542534303145
0.5222154895108553,-4.235628434322439
0.5235144721889006,-4.1614628702143595
0.5235231449711746,-4.07221777081307
0.5240231787802893,-4.293424756478026
0.5242478730582171,-4.261408501533567
0.5244622120046984,-4.232755539513435
0.5245373446007706,-4.224561279712778
0.5248119313173215,-4.237185555219831
0.5248241707565889,-4.305122294857657
0.5249292027250576,-4.2782506207152995
0.5269197775744623,-4.25041385906333
0.5270655365394106,-4.250346558584333
0.5279113518902916,-4.2676345347927365
0.5279785280529432,-4.129874623968785
0.5281315893545837,-4.264820505326467
0.5283140451295777,-4.221157559965169
0.5284033492045285,-4.147371546298599
0.528720910202173,-4.2271044654423875
0.5288594351454519,-4.178073561985001
0.5290997867622292,-4.181527069251271
0.5300793509770704,-4.242951333694991
0.5300917503231751,-4.123476963908758
0.530348485763896,-4.181629672706401
0.5303968959812797,-4.256535912019564
0.5304616171340099,-4.310120274356853
0.5305464921461999,-4.185412500651922
0.5306798166112766,-4.224684024761191
0.5310265096275012,-4.259192898704807
0.5314799475619316,-4.2705419082581315
0.5316128845168997,-4.211360358915906
0.5316962717474171,-4.1993948591330685
0.5317309519105432,-4.2292011179430755
0.5319793759492155,-4.21362384708673
0.5322475769216128,-4.10176041315768
0.5324689959742892,-4.16214395645977
0.5329101545797865,-4.140392047134663
0.5333833357282609,-4.205819958278521
0.5334215261294681,-4.238830967034537
0.5335510063745301,-4.230555379132403
0.5335712116152531,-4.372995705475019
0.5342908035614973,-4.215521825325264
0.5344078746560528,-4.241866245816184
0.5344440875274,-4.229345607957607
0.5344933422194619,-4.156730341370509
0.534900773553171,-4.11518521352521
0.5350654844740714,-4.216559116419025
0.5351985900936902,-4.255731458255978
0.5353802853442687,-4.188834401413587
0.5358233982418383,-4.224295036753352
0.5358972488021628,-4.23625934735887
0.5358972488021628,-4.186327266180273
0.5362167914748432,-4.189793253145034
0.5363467533396952,-4.217502213323992
0.5368245115116556,-4.3524143314601345
0.5368472921959823,-4.146344924488604
0.5371421340751463,-4.163744282805258
0.5371680065159993,-4.195344311863501
0.5371746422686212,-4.242466432766049
0.5371762186474435,-4.148431810166493
0.5375326048619888,-4.244077493340932
0.5376896778162857,-4.225373297013911
0.5377144189515449,-4.218335947339934
0.5378086273276497,-4.275705665620555
0.5380853720413923,-4.232209767413844
0.5381822039457073,-4.316460744272743
0.5382540607822245,-4.24988551066365
0.5385621663449733,-4.3388783088384955
0.5386400848550582,-4.254506198907097
0.5390467183883308,-4.3150351431323895
0.5391277562122779,-4.202006253755854
0.5392662070181956,-4.207411823474609
0.5392694928119581,-4.272640378283967
0.5393950201861261,-4.264217813416087
0.5397617409694463,-4.18612443416018
0.5397632229968782,-4.272053152153931
0.539947420493959,-4.220405260000552
0.540021289744917,-4.36646136741235
0.5401539884964504,-4.358228841960131
0.5403659038202894,-4.153342166356354
0.5406714887176691,-4.310057472831058
0.5407063334700958,-4.296952459617528
0.5407287925317117,-4.22488562274341
0.540940163047987,-4.249749153226785
0.540957042911323,-4.329714831865156
0.5416759646610514,-4.22823268145389
0.5417212276918911,-4.145143282820438
0.541871772013364,-4.121178626119295
0.5424477255715637,-4.2230075004824155
0.542467822927045,-4.195795251162444
0.5427510368029037,-4.28261678858334
0.5428876447060449,-4.243038122097076
0.5429876293613148,-4.206773328095799
0.5432366205715112,-4.3070938475161284
0.543270425609016,-4.182746697000119
0.5435354729160334,-4.180787913419454
0.5438408280030185,-4.0820773149194745
0.5439506136715561,-4.301341444721947
0.5439506777461355,-4.251926523828
0.5440217944169564,-4.299018539626779
0.5441340606994758,-4.269481609701353
0.5442995482324839,-4.1870317859879025
0.5443153521006133,-4.221557506661201
0.5443325530661697,-4.251416336000496
0.5443761814958125,-4.2526813717528835
0.5444894354931258,-4.1365740222455445
0.544680519157745,-4.208771611529162
0.5447852553265798,-4.218354342287218
0.5448785951051567,-4.092847332316572
0.5448967987024527,-4.355886408093725
0.545035177578723,-4.33239717401657
0.5450548546177918,-4.24634841080044
0.5450764930780665,-4.195080514923537
0.5451756460341451,-4.201054309986607
0.545231439444356,-4.337771542987522
0.5452391689019674,-4.270264198667882
0.5452974096808165,-4.177844548299022
0.5453708357965174,-4.176625754699138
0.545379407101752,-4.258022282954972
0.5454238386247162,-4.337395460190665
0.545487997964864,-4.160034264055879
0.5455497162384386,-4.2739531502653785
0.5458974549083323,-4.259238624090311
0.5465700726360047,-4.25436625943834
0.5468897056630939,-4.309903522577989
0.5469286507449937,-4.309524753450552
0.5469761883316796,-4.184598637494678
0.5469890688264544,-4.165169689216856
0.5470309023384323,-4.260169736453366
0.5470609661585406,-4.203974491404056
0.5473051235071036,-4.239169066045261
0.5474764410424571,-4.227952961875915
0.5475132047363045,-4.212760681311814
0.5475143956150068,-4.243246639133504
0.5475305830093338,-4.255748524666596
0.5477788998312333,-4.191671202091413
0.5478161374755661,-4.292699473922242
0.5479847628449437,-4.229246487984321
0.5480279114329116,-4.203150609190662
0.5480768167049265,-4.23730494943298
0.5481840223358956,-4.238153040176564
0.5484021414540676,-4.177384150192987
0.5484024927396298,-4.148703583104145
0.548445012485036,-4.234304099188414
0.5484612251815155,-4.225963198895443
0.5484662347167159,-4.271310986817918
0.5485021414804392,-4.170193808294483
0.5487676207274994,-4.246351716556125
0.5488158939625526,-4.152225480659648
0.548882938076471,-4.129477919062412
0.5489050598120514,-4.202376271471467
0.5489079643146728,-4.192482889127963
0.5489509010669397,-4.228045569621551
0.5489856944031355,-4.30449065576006
0.5490793882004764,-4.346105015435938
0.5491119320381883,-4.176614404342512
0.5491459389363569,-4.29622961937522
0.5491556853023876,-4.230111826919486
0.5491657266834046,-4.0839902004346795
0.5492616364322302,-4.359889225554178
0.5494241343574897,-4.185942611915575
0.5494343968643379,-4.144148238799235
0.549573488897279,-4.166737686682408
0.5497019498110931,-4.183602077658173
0.5497141644577924,-4.224977511329109
0.5497796129568122,-4.214702224468173
0.5503140383483553,-4.179460410061583
0.5503196117598183,-4.165784991137307
0.5503762711639311,-4.271765970294917
0.5505653286055903,-4.220387812954989
0.5506611238997738,-4.304077120629207
0.5506741587661707,-4.210096671660181
0.5509947240635769,-4.314916915833404
0.5513042366336223,-4.38563201196374
0.5514108746808987,-4.25217891556654
0.5514685390568329,-4.265387301501226
0.5515695080835424,-4.228589480894493
0.5515888465966079,-4.184471282493038
0.5516230193128461,-4.161721413155921
0.5517058073525917,-4.17399231120262
0.5517760251549708,-4.201240430123431
0.5517946251992261,-4.225617225408143
0.55186826848579,-4.192680321330616
0.5520047854343284,-4.1897764336728995
0.5521111186435376,-4.255072929847417
0.5521174551161783,-4.2233539010496965
0.5521299470781629,-4.200367039665389
0.5522135076155481,-4.329655260154422
0.5522145331333245,-4.264041616903731
0.552437893831122,-4.296196154032439
0.5524576480572048,-4.149992334051724
0.5524605712247161,-4.251426938889222
0.5524612640054958,-4.173406236422194
0.5526066027948568,-4.247341216443029
0.5526118953876873,-4.300128848068131
0.5526902424108914,-4.280273924580073
0.5528160349091147,-4.26155473558068
0.552835325926193,-4.217472833169077
0.5529326753616277,-4.3642648018216255
0.553003825030972,-4.222660291272487
0.553145228690835,-4.207253521830292
0.5531715211709738,-4.241694735404453
0.5532427468058629,-4.221169212819777
0.5534346759598274,-4.295418467498345
0.5536833536670274,-4.175989182248199
0.5536944467115156,-4.252716311371864
0.5538046281553994,-4.207058278057977
0.5538063132638944,-4.29595342315478
0.5538263618666914,-4.282929799606021
0.55396273708251,-4.251707632017456
0.5540049652970848,-4.295175185806522
0.5540517862417145,-4.25641505211516
0.5544601403773172,-4.228768170848729
0.5545069104567446,-4.234880314156098
0.5546811556887434,-4.241637126643213
0.5547092033406149,-4.182607457142553
0.5547867048556324,-4.249836975043101
0.5549137153226156,-4.288546679480288
0.5549347617546063,-4.286770347969093
0.5549531970580777,-4.131411747189566
0.5550763182481807,-4.335908591579379
0.5551441705033929,-4.274849713535691
0.5552629120238878,-4.155111112275056
0.5553148327966612,-4.236637270847276
0.5556461357888449,-4.299389532991137
0.555707404222239,-4.404943135591964
0.555734275706772,-4.305540314282065
0.555797839395601,-4.169465814048849
0.5558376046837596,-4.324879950930216
0.5558407186399699,-4.239073199858319
0.5560146266371351,-4.341129720314329
0.5561021438151375,-4.240565483268802
0.5561276834057557,-4.267149595827506
0.5562858990064719,-4.146578663782974
0.5563152247411517,-4.292887039747175
0.5563882710603087,-4.195098207217881
0.5563932304841595,-4.286362928590083
0.5563951656252824,-4.2241430269175435
0.5564737669681438,-4.25946799807844
0.5564811581608671,-4.2247373975560825
0.5564894343990168,-4.073420176849683
0.5565131900460325,-4.2222210354283956
0.556546893964626,-4.087582474454181
0.5565560631873033,-4.222790639500468
0.5566696467068224,-4.294387629761499
0.55668461790259,-4.279418689307798
0.5567034816446841,-4.189440582341112
0.5567288492480602,-4.187350008200834
0.5567446814745522,-4.317904751376808
0.5569507681920056,-4.186006835275469
0.5569728180582433,-4.157746944895581
0.5570738686563516,-4.221495236660567
0.5573091275332014,-4.212942835972516
0.5573189366261189,-4.224142171894889
0.5573231084253824,-4.207822179623459
0.5573626281430377,-4.125239833781272
0.5573793233964969,-4.259323062008604
0.5574543909200104,-4.234655731597879
0.5576595525074519,-4.179846742181251
0.5578197738641915,-4.2541188710707605
0.557831693682487,-4.300205422668563
0.5578324547338307,-4.278505749089712
0.5578915221706504,-4.228298722338769
0.557920941210194,-4.1165018386593015
0.5579466895650624,-4.247184969521285
0.5579665881626512,-4.25478283430775
0.5580152223423793,-4.280110807523856
0.5580405842947309,-4.354003942002231
0.5580674301042063,-4.306947802126231
0.5580810372356471,-4.357598655097721
0.5581009287850466,-4.136041787458901
0.5581664055085013,-4.304735723736163
0.5581678330391314,-4.279272707388625
0.5581770419719134,-4.289722055064824
