train_loss,val_loss
0.08210895210504532,0.0795278549194336
0.08101125806570053,0.07774271070957184
0.07955087721347809,0.08047544956207275
0.08115784078836441,0.09022567421197891
0.07953302562236786,0.08058352768421173
0.0801725909113884,0.07974046468734741
0.07896150648593903,0.08072591572999954
0.07985743880271912,0.08033798635005951
0.079404316842556,0.08002736419439316
0.07899528741836548,0.0779397264122963
0.0787656307220459,0.08171959966421127
0.079043909907341,0.0794827938079834
0.07716785371303558,0.08241719007492065
0.07811088860034943,0.07772719115018845
